CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share
Pizza,25570,Top Pizza Eatery,Ghost Kitchen,South Auckland,1.05,40.57,1674,138,5598.66,538,307,691,21826.66,12454.99,28033.87,0.250997439259663,0.303737456654198,0.28,7,2.07,1430.37,2492.89,3607.19,2058.38,11052.13,0.09,0.35,0.2,0.45
Pizza,25207,King Pizza Cafe,Cafe,South Auckland,1.05,42.25,1507,365,15421.25,400,228,514,16900.0,9633.0,21716.5,0.212588602863252,0.365123184677213,0.28,12,3.54,1819.56,6512.21,2404.67,1370.66,7351.06,0.32,0.35,0.2,0.45
Pizza,26542,Classic Pizza Kitchen,Full-service,South Auckland,1.05,35.4,758,216,7646.4,190,108,244,6726.0,3823.2,8637.6,0.379709643160459,0.538602243224159,0.32,16,4.72,1151.68,624.62,-1602.89,-911.11,-446.09,0.4,0.35,0.2,0.45
Pizza,25613,Top Pizza Kitchen,QSR,West Auckland,1.04,35.79,601,127,4545.33,166,95,213,5941.14,3400.05,7623.27,0.273536871895194,0.379405077779666,0.29,3,0.89,189.57,1577.49,338.99,194.0,2456.15,0.27,0.35,0.2,0.45
Pizza,25965,Urban Pizza Kitchen,Ghost Kitchen,CBD,0.99,37.35,1243,113,4220.55,396,226,508,14790.6,8441.1,18973.8,0.261534472100902,0.329363200906664,0.29,16,4.72,2397.76,1726.64,1761.59,1005.35,5364.47,0.1,0.35,0.2,0.45
Pizza,25251,Top Pizza Tavern,QSR,West Auckland,1.04,39.53,850,196,7747.88,229,131,294,9052.37,5178.43,11621.82,0.210827452465892,0.443278017593548,0.28,16,4.72,1387.68,2679.95,596.5,341.23,2632.24,0.3,0.35,0.2,0.45
Pizza,26019,Top Pizza House,Cafe,CBD,0.99,33.37,1573,473,15784.01,385,220,495,12847.45,7341.4,16518.15,0.205387951526791,0.375505004567094,0.32,4,1.18,584.1,6615.19,1273.27,727.58,6338.77,0.43,0.35,0.2,0.45
Pizza,26305,Classic Pizza Eatery,Full-service,West Auckland,1.04,42.95,1726,560,24052.0,408,233,525,17523.6,10007.35,22548.75,0.360291346011218,0.463856639107689,0.29,8,2.36,1239.0,4229.59,-2000.28,-1142.32,2726.24,0.48,0.35,0.2,0.45
Pizza,25173,Urban Pizza Kitchen,Full-service,South Auckland,1.05,46.48,1243,414,19242.72,290,166,373,13479.2,7715.68,17337.04,0.374779671861324,0.510911426413804,0.31,11,3.25,1212.25,2199.61,-2637.76,-1509.89,769.53,0.5,0.35,0.2,0.45
Pizza,25419,Urban Pizza Grill,Cafe,North Shore,1.03,46.18,1408,402,18564.36,352,201,453,16255.36,9282.18,20919.54,0.241740224659443,0.350460662622936,0.28,3,0.89,403.17,7570.53,2077.42,1186.25,8127.8,0.4,0.35,0.2,0.45
Pizza,25701,Lucky Pizza Eatery,Full-service,North Shore,1.03,39.54,1766,486,19216.44,448,256,576,17713.92,10122.24,22775.04,0.360499115020502,0.497611039830372,0.32,11,3.25,1872.0,2726.62,-3155.03,-1802.87,1359.55,0.38,0.35,0.2,0.45
Pizza,25298,Classic Pizza Eatery,QSR,South Auckland,1.05,46.82,1915,395,18493.9,532,304,684,24908.24,14233.28,32024.88,0.212524151783437,0.379625272634439,0.33,17,5.02,3433.68,7542.75,1939.12,1108.07,9627.69,0.26,0.35,0.2,0.45
Pizza,25825,Urban Pizza Tavern,Full-service,North Shore,1.03,45.63,1933,562,25644.06,480,274,617,21902.4,12502.62,28153.71,0.388536868034862,0.507756361970678,0.29,11,3.25,2005.25,2659.46,-4080.27,-2329.15,914.48,0.41,0.35,0.2,0.45
Pizza,26026,Top Pizza House,QSR,South Auckland,1.05,38.89,1752,361,14039.29,487,278,626,18939.43,10811.42,24345.14,0.208394578658044,0.364359660004266,0.29,15,4.43,2773.18,5998.23,2599.36,1483.82,7628.18,0.26,0.35,0.2,0.45
Pizza,25099,King Pizza Corner,Cafe,West Auckland,1.04,44.19,1161,281,12417.39,308,176,396,13610.52,7777.44,17499.24,0.228979936819524,0.368020160286687,0.32,18,5.31,2102.76,5004.21,1129.67,645.53,4949.43,0.32,0.35,0.2,0.45
Pizza,25827,King Pizza Cafe,Cafe,North Shore,1.03,37.15,1367,307,11405.05,371,212,477,13782.65,7875.8,17720.55,0.261949094720185,0.413957369280979,0.29,12,3.54,1688.58,3696.3,469.9,268.51,4054.54,0.29,0.35,0.2,0.45
Pizza,26031,Classic Pizza Grill,QSR,South Auckland,1.05,38.06,1219,259,9857.54,336,192,432,12788.16,7307.52,16441.92,0.262302445080131,0.415148430038244,0.32,16,4.72,2039.04,3179.54,32.6,18.63,3264.29,0.27,0.35,0.2,0.45
Pizza,26462,Top Pizza Kitchen,Full-service,South Auckland,1.05,34.28,959,336,11518.08,218,125,280,7473.04,4285.0,9598.4,0.354684280639049,0.46363368681632,0.31,14,4.13,1156.4,2092.63,-958.93,-549.84,587.46,0.54,0.35,0.2,0.45
Pizza,26156,Lucky Pizza Cafe,Cafe,South Auckland,1.05,36.42,1480,314,11435.88,408,233,525,14859.36,8485.86,19120.5,0.22169165449217,0.404737669951282,0.3,11,3.25,1706.25,4272.11,1093.21,624.31,5436.61,0.27,0.35,0.2,0.45
Pizza,25185,Lucky Pizza Eatery,Cafe,South Auckland,1.05,44.86,1890,401,17988.86,521,298,670,23372.06,13368.28,30056.2,0.268234470058233,0.36376653232146,0.31,11,3.25,2177.5,6619.88,1355.56,775.35,8883.15,0.27,0.35,0.2,0.45
Pizza,25306,Top Pizza Bistro,Cafe,North Shore,1.03,32.49,1874,443,14393.07,501,286,644,16277.49,9292.14,20923.56,0.211561268102378,0.428478834335692,0.3,10,2.95,1899.8,5180.93,976.0,557.16,5631.84,0.31,0.35,0.2,0.45
Pizza,26683,Classic Pizza Kitchen,Ghost Kitchen,North Shore,1.03,31.6,1152,75,2370.0,377,215,485,11913.2,6794.0,15326.0,0.277710302080959,0.246876524039544,0.31,16,4.72,2289.2,1126.73,1970.6,1123.82,4996.98,0.07,0.35,0.2,0.45
Pizza,26199,Urban Pizza House,Ghost Kitchen,CBD,0.99,41.76,1550,114,4760.64,503,287,646,21005.28,11985.12,26976.96,0.251157670479733,0.283551557466853,0.32,12,3.54,2286.84,2215.08,3051.87,1741.33,10265.29,0.08,0.35,0.2,0.45
Pizza,26685,Top Pizza Grill,Cafe,South Auckland,1.05,32.52,1572,381,12390.12,417,238,536,13560.84,7739.76,17430.72,0.264908879436553,0.431599406059831,0.28,15,4.43,2374.48,3760.3,318.57,181.82,2915.6,0.32,0.35,0.2,0.45
Pizza,25878,Classic Pizza Cafe,Full-service,South Auckland,1.05,43.16,1772,469,20242.04,456,261,586,19680.96,11264.76,25291.76,0.37272185847396,0.544081088365056,0.3,7,2.07,1213.02,1684.08,-4266.89,-2442.23,891.18,0.36,0.35,0.2,0.45
Pizza,26040,Classic Pizza Eatery,Cafe,West Auckland,1.04,45.41,645,167,7583.47,167,96,215,7583.47,4359.36,9763.15,0.23747000830248,0.351939670136198,0.33,8,2.36,507.4,3113.7,611.15,351.32,3501.25,0.35,0.35,0.2,0.45
Pizza,26527,Lucky Pizza Grill,QSR,West Auckland,1.04,40.03,1788,334,13370.02,509,291,654,20375.27,11648.73,26179.62,0.265336340069771,0.355893923784606,0.3,4,1.18,771.72,5064.16,1604.95,917.57,9144.33,0.23,0.35,0.2,0.45
Pizza,25476,King Pizza House,Cafe,North Shore,1.03,33.94,1230,312,10589.28,321,184,413,10894.74,6244.96,14017.22,0.235909214038402,0.432622270612046,0.3,14,4.13,1705.69,3510.01,342.84,196.52,2940.58,0.34,0.35,0.2,0.45
Pizza,26447,Lucky Pizza Tavern,QSR,CBD,0.99,37.78,510,105,3966.9,142,81,182,5364.76,3060.18,6875.96,0.219402919951826,0.387422295310535,0.29,11,3.25,591.5,1559.69,553.51,315.73,2111.95,0.26,0.35,0.2,0.45
Pizza,26204,Urban Pizza Grill,Full-service,South Auckland,1.05,38.05,1440,480,18264.0,336,192,432,12784.8,7305.6,16437.6,0.354036158137023,0.469472704455256,0.31,14,4.13,1784.16,3223.43,-1706.88,-975.36,1116.93,0.5,0.35,0.2,0.45
Pizza,25357,Classic Pizza Tavern,Full-service,CBD,0.99,30.21,1163,314,9485.94,297,170,382,8972.37,5135.7,11540.22,0.397544511745218,0.521062245243229,0.28,12,3.54,1352.28,772.09,-1781.97,-1019.98,-412.98,0.37,0.35,0.2,0.45
Pizza,26005,Top Pizza Cafe,Full-service,South Auckland,1.05,43.39,729,243,10543.77,170,97,219,7376.3,4208.83,9502.41,0.372089598258026,0.50658833917696,0.28,10,2.95,646.05,1279.19,-1170.46,-667.85,506.8,0.5,0.35,0.2,0.45
Pizza,26248,Lucky Pizza Bistro,QSR,North Shore,1.03,34.53,610,110,3798.3,175,100,225,6042.75,3453.0,7769.25,0.205075883027166,0.422484085522592,0.29,14,4.13,929.25,1414.64,498.16,284.67,1964.33,0.22,0.35,0.2,0.45
Pizza,26087,King Pizza Diner,QSR,West Auckland,1.04,36.97,562,97,3586.09,163,93,209,6026.11,3438.21,7726.73,0.211319308709353,0.364706583460793,0.33,15,4.43,925.87,1520.41,566.3,323.1,2350.06,0.21,0.35,0.2,0.45
Pizza,25927,Urban Pizza Diner,Cafe,North Shore,1.03,36.69,1847,518,19005.42,465,266,598,17060.85,9759.54,21940.62,0.22458380041644,0.426185134565458,0.29,12,3.54,2116.92,6637.28,1010.53,578.07,5545.43,0.39,0.35,0.2,0.45
Pizza,25646,Top Pizza Kitchen,Full-service,West Auckland,1.04,39.04,956,287,11204.48,234,134,301,9135.36,5231.36,11751.04,0.357817518303636,0.527648157556541,0.3,5,1.48,445.48,1283.3,-1694.3,-970.24,900.42,0.43,0.35,0.2,0.45
Pizza,25323,Lucky Pizza Cafe,QSR,CBD,0.99,40.18,1324,238,9562.84,380,217,489,15268.4,8719.06,19648.02,0.226196177601814,0.421025983220898,0.28,9,2.66,1300.74,3373.56,1111.2,634.55,5630.65,0.22,0.35,0.2,0.45
Pizza,26172,Top Pizza Cafe,Cafe,South Auckland,1.05,36.39,1808,468,17030.52,469,268,603,17066.91,9752.52,21943.17,0.274704319536686,0.355725291324779,0.28,13,3.84,2315.52,6293.98,1528.69,873.54,5794.03,0.35,0.35,0.2,0.45
Pizza,25201,Lucky Pizza Kitchen,QSR,West Auckland,1.04,41.26,893,195,8045.7,244,140,314,10067.44,5776.4,12955.64,0.2314166527614,0.404841993562877,0.33,18,5.31,1667.34,2926.55,339.69,194.9,3045.16,0.28,0.35,0.2,0.45
Pizza,25687,Classic Pizza Corner,Cafe,West Auckland,1.04,33.9,1465,403,13661.7,372,212,478,12610.8,7186.8,16204.2,0.278441960271448,0.387741360720247,0.29,6,1.77,846.06,4560.5,552.56,314.9,4563.17,0.38,0.35,0.2,0.45
Pizza,26378,King Pizza Cafe,Ghost Kitchen,West Auckland,1.04,42.33,1544,73,3090.09,515,294,662,21799.95,12445.02,28022.46,0.266469525475986,0.296299077291042,0.3,9,2.66,1760.92,1351.08,2991.64,1707.85,10491.38,0.05,0.35,0.2,0.45
Pizza,25530,Classic Pizza Corner,QSR,North Shore,1.03,38.97,1767,364,14185.08,491,281,631,19134.27,10950.57,24590.07,0.201766975428909,0.403794487263076,0.31,5,1.48,933.88,5595.14,1615.67,924.65,8765.39,0.26,0.35,0.2,0.45
Pizza,26218,Lucky Pizza Bistro,Full-service,South Auckland,1.05,37.0,1193,322,11914.0,305,174,392,11285.0,6438.0,14504.0,0.36528065224411,0.468981651915237,0.32,17,5.02,1967.84,1974.6,-1740.85,-993.14,436.02,0.37,0.35,0.2,0.45
Pizza,25989,Classic Pizza Grill,QSR,CBD,0.99,43.26,1794,414,17909.64,483,276,621,20894.58,11939.76,26864.46,0.222421052791178,0.400567384716123,0.27,8,2.36,1465.56,6752.14,2235.96,1277.69,8662.65,0.3,0.35,0.2,0.45
Pizza,25533,Urban Pizza Kitchen,Cafe,West Auckland,1.04,39.97,1712,415,16587.55,454,259,584,18146.38,10352.23,23342.48,0.268391657341272,0.386257217801176,0.28,12,3.54,2067.36,5728.53,1185.89,676.53,5993.99,0.32,0.35,0.2,0.45
Pizza,25897,Top Pizza Grill,QSR,CBD,0.99,40.49,734,137,5547.13,209,119,269,8462.41,4818.31,10891.81,0.250187468975782,0.406437873025425,0.32,5,1.48,398.12,1904.74,197.81,112.63,3341.85,0.23,0.35,0.2,0.45
Pizza,26059,King Pizza Corner,QSR,CBD,0.99,41.01,1536,326,13369.26,424,242,544,17388.24,9924.42,22309.44,0.22324148543179,0.408812938630581,0.29,3,0.89,484.16,4919.16,1355.34,773.56,7724.5,0.27,0.35,0.2,0.45
Pizza,25656,Classic Pizza Cafe,Full-service,CBD,0.99,33.55,1917,548,18385.4,479,274,616,16070.45,9192.7,20666.8,0.391183318814728,0.468937352532521,0.33,8,2.36,1453.76,2571.74,-3055.32,-1747.72,1437.1,0.4,0.35,0.2,0.45
Pizza,25657,Top Pizza House,Ghost Kitchen,West Auckland,1.04,44.67,1309,74,3305.58,432,247,556,19297.44,11033.49,24836.52,0.264117752609309,0.244468622235581,0.29,8,2.36,1312.16,1624.41,3886.77,2222.3,10892.84,0.06,0.35,0.2,0.45
Pizza,26185,Lucky Pizza Grill,Full-service,West Auckland,1.04,41.54,1614,418,17363.72,419,239,538,17405.26,9928.06,22348.52,0.374863436969463,0.524074592022225,0.32,13,3.84,2065.92,1754.81,-3810.67,-2173.63,192.67,0.35,0.35,0.2,0.45
Pizza,25620,Urban Pizza Bistro,QSR,South Auckland,1.05,43.51,1521,332,14445.32,416,238,535,18100.16,10355.38,23277.85,0.265463373530656,0.44839600706473,0.3,16,4.72,2525.2,4133.39,-250.86,-143.52,4135.54,0.28,0.35,0.2,0.45
Pizza,26025,Urban Pizza Grill,Full-service,West Auckland,1.04,37.75,1344,410,15477.5,327,187,420,12344.25,7059.25,15855.0,0.398564619501121,0.466798003553413,0.27,17,5.02,2108.4,2083.85,-1670.95,-955.56,26.28,0.44,0.35,0.2,0.45
Pizza,25863,King Pizza Tavern,Full-service,CBD,0.99,33.33,970,296,9865.68,236,135,303,7865.88,4499.55,10098.99,0.37359734174097,0.482115125725977,0.31,7,2.07,627.21,1423.49,-1303.47,-745.63,829.95,0.44,0.35,0.2,0.45
Pizza,26188,Classic Pizza Tavern,Full-service,South Auckland,1.05,33.24,1755,600,19944.0,404,231,520,13428.96,7678.44,17284.8,0.380446089350153,0.461335604358464,0.31,4,1.18,613.6,3155.51,-2038.27,-1165.45,2121.17,0.52,0.35,0.2,0.45
Pizza,26271,Classic Pizza Bistro,QSR,South Auckland,1.05,39.47,1174,234,9235.98,329,188,423,12985.63,7420.36,16695.81,0.27053945383057,0.412952751899138,0.28,17,5.02,2123.46,2923.26,474.08,270.9,3160.89,0.25,0.35,0.2,0.45
Pizza,25504,Top Pizza Tavern,QSR,West Auckland,1.04,32.61,1703,340,11087.4,477,273,613,15554.97,8902.53,19989.93,0.210267849005759,0.409942656871863,0.3,15,4.43,2715.59,4210.88,1241.12,710.33,4876.38,0.25,0.35,0.2,0.45
Pizza,25894,King Pizza Grill,Cafe,CBD,0.99,36.87,1251,288,10618.56,337,193,433,12425.19,7115.91,15964.71,0.230757518429309,0.411095651169308,0.29,17,5.02,2173.66,3803.0,846.74,484.93,3544.05,0.3,0.35,0.2,0.45
Pizza,26194,Classic Pizza Cafe,Full-service,North Shore,1.03,39.04,1801,631,24634.24,410,234,526,16006.4,9135.36,20535.04,0.392636619391851,0.51446183193475,0.28,17,5.02,2640.52,2288.56,-2994.77,-1709.21,-732.78,0.54,0.35,0.2,0.45
Pizza,26558,Top Pizza Kitchen,QSR,South Auckland,1.05,35.55,1184,244,8674.2,329,188,423,11695.95,6683.4,15037.65,0.232291806284338,0.425341091142036,0.32,8,2.36,998.28,2969.76,261.6,149.49,4150.12,0.26,0.35,0.2,0.45
Pizza,25427,Lucky Pizza Bistro,QSR,North Shore,1.03,44.82,700,135,6050.7,198,113,254,8874.36,5064.66,11384.28,0.221595377549529,0.442231499240734,0.28,8,2.36,599.44,2034.08,498.5,284.5,3227.65,0.24,0.35,0.2,0.45
Pizza,26357,Classic Pizza House,QSR,CBD,0.99,38.57,1817,419,16160.83,489,280,629,18860.73,10799.6,24260.53,0.274983283169568,0.411861554463394,0.31,11,3.25,2044.25,5060.85,59.51,34.07,5553.06,0.3,0.35,0.2,0.45
Pizza,25791,Classic Pizza Bistro,Ghost Kitchen,South Auckland,1.05,46.18,1554,45,2078.1,528,302,679,24383.04,13946.36,31356.22,0.260823890322354,0.285453697992489,0.31,5,1.48,1004.92,942.88,3504.39,2004.4,13222.1,0.03,0.35,0.2,0.45
Pizza,25753,Urban Pizza Kitchen,QSR,West Auckland,1.04,38.52,799,179,6895.08,217,124,279,8358.84,4776.48,10747.08,0.2278426746279,0.37117026054766,0.32,10,2.95,823.05,2764.84,676.96,386.83,3486.39,0.29,0.35,0.2,0.45
Pizza,25147,King Pizza Eatery,QSR,CBD,0.99,36.78,1208,264,9709.92,330,189,425,12137.4,6951.42,15631.5,0.233279583901167,0.399572163308039,0.27,12,3.54,1504.5,3564.98,1179.13,675.32,4234.58,0.28,0.35,0.2,0.45
Pizza,26576,King Pizza Kitchen,Full-service,North Shore,1.03,39.31,713,250,9827.5,162,93,208,6368.22,3655.83,8176.48,0.365208660904318,0.481922784657218,0.31,17,5.02,1044.16,1502.32,-1000.65,-574.45,205.77,0.54,0.35,0.2,0.45
Pizza,25231,Top Pizza House,Full-service,CBD,0.99,30.58,1608,459,14036.22,402,230,517,12293.16,7033.4,15809.86,0.37593185986625,0.479613355943002,0.32,3,0.89,460.13,2027.6,-2158.01,-1234.68,1823.68,0.4,0.35,0.2,0.45
Pizza,26645,Urban Pizza Tavern,Cafe,North Shore,1.03,45.34,666,172,7798.48,173,99,222,7843.82,4488.66,10065.48,0.224250628240407,0.428476972575299,0.29,11,3.25,721.5,2708.2,449.23,257.08,2773.96,0.35,0.35,0.2,0.45
Pizza,25757,Top Pizza Kitchen,Cafe,South Auckland,1.05,38.02,1872,386,14675.72,520,297,669,19770.4,11291.94,25435.38,0.210788026470691,0.409318629535846,0.33,12,3.54,2368.26,5575.21,986.41,563.39,7294.47,0.26,0.35,0.2,0.45
Pizza,25314,Lucky Pizza Eatery,QSR,South Auckland,1.05,38.23,1116,186,7110.78,326,186,418,12462.98,7110.78,15980.14,0.21774673609063,0.420422325958498,0.32,3,0.89,372.02,2572.9,521.34,297.45,5410.09,0.2,0.35,0.2,0.45
Pizza,26635,Urban Pizza Eatery,Ghost Kitchen,South Auckland,1.05,33.14,1066,60,1988.4,352,201,453,11665.28,6661.14,15012.42,0.266349605016876,0.246469770360272,0.31,14,4.13,1870.89,968.71,2066.86,1180.22,5442.87,0.06,0.35,0.2,0.45
Pizza,26287,Lucky Pizza Diner,Full-service,North Shore,1.03,37.66,784,250,9415.0,187,107,240,7042.42,4029.62,9038.4,0.356693005922716,0.507279146322981,0.31,7,2.07,496.8,1280.7,-1225.18,-701.04,732.67,0.47,0.35,0.2,0.45
Pizza,25924,King Pizza Corner,Full-service,North Shore,1.03,37.23,1287,423,15748.29,302,173,389,11243.46,6440.79,14482.47,0.39681792834308,0.530299017811194,0.27,16,4.72,1836.08,1147.78,-2216.28,-1269.59,-780.55,0.49,0.35,0.2,0.45
Pizza,26086,Top Pizza House,QSR,South Auckland,1.05,42.92,1520,304,13047.68,426,243,547,18283.92,10429.56,23477.24,0.258586943577975,0.380055402358994,0.3,12,3.54,1936.38,4714.88,1121.86,639.93,6547.3,0.25,0.35,0.2,0.45
Pizza,25966,Classic Pizza House,Cafe,CBD,0.99,35.69,1155,273,9743.37,309,176,397,11028.21,6281.44,14168.93,0.221838189810514,0.383769589895383,0.33,10,2.95,1171.15,3842.71,710.13,404.48,4416.97,0.31,0.35,0.2,0.45
Pizza,26453,King Pizza Cafe,Full-service,South Auckland,1.05,34.03,1597,532,18103.96,373,213,479,12693.19,7248.39,16300.37,0.352824207977392,0.478757399367169,0.31,9,2.66,1274.14,3049.04,-1797.12,-1026.24,1471.14,0.5,0.35,0.2,0.45
Pizza,25684,Lucky Pizza Cafe,Ghost Kitchen,South Auckland,1.05,32.73,579,16,523.68,197,113,253,6447.81,3698.49,8280.69,0.297161236905958,0.348697689175606,0.33,5,1.48,374.44,185.46,155.66,89.29,2558.09,0.03,0.35,0.2,0.45
Pizza,26091,King Pizza Grill,Full-service,CBD,0.99,35.31,1086,357,12605.67,255,146,328,9004.05,5155.26,11581.68,0.39497821269324,0.501995989563875,0.32,12,3.54,1161.12,1298.71,-1953.65,-1118.56,32.09,0.49,0.35,0.2,0.45
Pizza,26631,Lucky Pizza Corner,Full-service,West Auckland,1.04,38.6,1471,449,17331.4,358,204,460,13818.8,7874.4,17756.0,0.352456971432548,0.523055132175796,0.3,17,5.02,2309.2,2157.55,-2425.37,-1382.05,-98.79,0.44,0.35,0.2,0.45
Pizza,26063,Classic Pizza Diner,QSR,North Shore,1.03,43.18,1682,325,14033.5,475,271,611,20510.5,11701.78,26382.98,0.258607159834355,0.377645602985285,0.3,13,3.84,2346.24,5104.65,1307.49,745.96,7250.5,0.24,0.35,0.2,0.45
Pizza,25217,Urban Pizza Kitchen,Cafe,West Auckland,1.04,32.22,708,179,5767.38,185,106,238,5960.7,3415.32,7668.36,0.246987310424447,0.444379509147257,0.28,14,4.13,982.94,1780.0,170.67,97.79,1383.77,0.34,0.35,0.2,0.45
Pizza,25326,Top Pizza Cafe,QSR,South Auckland,1.05,42.59,1591,357,15204.63,432,247,555,18398.88,10519.73,23637.45,0.235044760350138,0.445425680442713,0.31,17,5.02,2786.1,4858.33,175.33,100.25,4766.76,0.29,0.35,0.2,0.45
Pizza,26661,Classic Pizza Kitchen,Full-service,South Auckland,1.05,42.96,1800,600,25776.0,420,240,540,18043.2,10310.4,23198.4,0.365962668543216,0.532778966287151,0.28,14,4.13,2230.2,2610.04,-3225.07,-1842.9,118.83,0.5,0.35,0.2,0.45
Pizza,26446,Urban Pizza Kitchen,Full-service,West Auckland,1.04,37.32,1324,364,13584.48,336,192,432,12539.52,7165.44,16122.24,0.366639859124552,0.52360003029462,0.28,14,4.13,1784.16,1491.03,-2134.73,-1219.84,-14.58,0.38,0.35,0.2,0.45
Pizza,26273,Urban Pizza Diner,Cafe,North Shore,1.03,31.9,1628,457,14578.3,410,234,527,13079.0,7464.6,16811.3,0.217616390939802,0.397422544937581,0.31,7,2.07,1090.89,5612.08,980.42,559.55,5380.81,0.39,0.35,0.2,0.45
Pizza,26098,Classic Pizza Grill,Full-service,CBD,0.99,42.03,1375,439,18451.17,328,187,421,13785.84,7859.61,17694.63,0.373272623040248,0.517080233967863,0.33,13,3.84,1616.64,2023.12,-3037.75,-1731.89,323.53,0.47,0.35,0.2,0.45
Pizza,25574,Lucky Pizza Kitchen,Cafe,South Auckland,1.05,42.64,974,194,8272.16,273,156,351,11640.72,6651.84,14966.64,0.220691327489913,0.351094515947625,0.27,11,3.25,1140.75,3542.26,1841.73,1052.42,5268.18,0.25,0.35,0.2,0.45
Pizza,26436,Lucky Pizza Diner,Cafe,West Auckland,1.04,39.72,629,133,5282.76,174,99,223,6911.28,3932.28,8857.56,0.254427242632955,0.35761677462142,0.32,18,5.31,1184.13,2049.48,469.66,267.22,2252.21,0.27,0.35,0.2,0.45
Pizza,26546,Top Pizza Tavern,QSR,North Shore,1.03,39.02,1525,254,9911.08,445,254,572,17363.9,9911.08,22319.44,0.245379131063819,0.369287444860674,0.29,8,2.36,1349.92,3819.07,1655.36,944.86,7250.51,0.2,0.35,0.2,0.45
Pizza,26426,Top Pizza House,QSR,South Auckland,1.05,37.63,1638,378,14224.14,441,252,567,16594.83,9482.76,21336.21,0.227269722595811,0.430248259799555,0.28,17,5.02,2846.34,4871.51,1036.88,592.5,4460.93,0.3,0.35,0.2,0.45
Pizza,26347,Classic Pizza Kitchen,QSR,North Shore,1.03,39.53,1330,274,10831.22,370,211,475,14626.1,8340.83,18776.75,0.23107464665547,0.390396465361118,0.3,12,3.54,1681.5,4099.93,1148.57,655.0,5426.04,0.26,0.35,0.2,0.45
Pizza,25551,Classic Pizza Tavern,Cafe,South Auckland,1.05,36.52,1788,492,17967.84,454,259,583,16580.08,9458.68,21291.16,0.23395031798631,0.372183835878968,0.3,3,0.89,518.87,7076.92,1556.3,887.85,7866.99,0.38,0.35,0.2,0.45
Pizza,26373,Lucky Pizza Kitchen,Cafe,CBD,0.99,30.09,1083,237,7131.33,296,169,381,8906.64,5085.21,11464.29,0.252854062430561,0.350219596992247,0.3,14,4.13,1573.53,2830.61,863.29,492.89,2976.95,0.28,0.35,0.2,0.45
Pizza,25271,Lucky Pizza House,Ghost Kitchen,South Auckland,1.05,38.09,1560,45,1714.05,530,303,682,20187.7,11541.27,25977.38,0.265133102447726,0.25546774903778,0.29,6,1.77,1207.14,821.71,3823.53,2185.91,11246.39,0.03,0.35,0.2,0.45
Pizza,25095,Urban Pizza Cafe,Cafe,CBD,0.99,38.96,1150,244,9506.24,317,181,408,12350.32,7051.76,15895.68,0.219332030825317,0.447013895516284,0.3,18,5.31,2166.48,3171.8,415.64,237.32,3137.18,0.27,0.35,0.2,0.45
Pizza,25946,Urban Pizza Bistro,QSR,West Auckland,1.04,45.29,1315,295,13360.55,357,204,459,16168.53,9239.16,20788.11,0.275596019681543,0.386526605347171,0.29,16,4.72,2166.48,4514.23,774.11,442.35,4857.35,0.29,0.35,0.2,0.45
Pizza,25649,Classic Pizza Kitchen,QSR,South Auckland,1.05,39.19,724,162,6348.78,197,112,253,7720.43,4389.28,9915.07,0.213539249114692,0.405171946389601,0.31,8,2.36,597.08,2420.72,550.38,312.91,3183.43,0.29,0.35,0.2,0.45
Pizza,25934,Urban Pizza Grill,Cafe,North Shore,1.03,45.2,1890,390,17628.0,525,300,675,23730.0,13560.0,30510.0,0.203595286905766,0.379665742721409,0.33,11,3.25,2193.75,7346.27,2058.32,1176.18,10520.96,0.26,0.35,0.2,0.45
Pizza,26476,Lucky Pizza Corner,Full-service,CBD,0.99,31.94,1747,590,18844.6,405,231,521,12935.7,7378.14,16640.74,0.351937074481975,0.474660008121282,0.33,12,3.54,1844.34,3267.71,-2025.69,-1155.4,1041.21,0.51,0.35,0.2,0.45
Pizza,26599,Lucky Pizza Cafe,Full-service,CBD,0.99,35.67,2087,627,22365.09,511,292,657,18227.37,10415.64,23435.19,0.355992887588218,0.526625352073461,0.3,12,3.54,2325.78,2625.25,-3328.65,-1902.09,425.08,0.43,0.35,0.2,0.45
Pizza,25317,King Pizza Cafe,Full-service,West Auckland,1.04,34.87,1919,528,18411.36,487,278,626,16981.69,9693.86,21828.62,0.37993001366267,0.527670207573101,0.3,6,1.77,1108.02,1701.21,-3525.4,-2012.45,908.94,0.38,0.35,0.2,0.45
Pizza,25062,Urban Pizza Diner,QSR,North Shore,1.03,35.16,1061,184,6469.44,307,175,395,10794.12,6153.0,13888.2,0.232083459757268,0.375091242347844,0.27,17,5.02,1982.9,2541.36,1325.79,755.74,3472.74,0.21,0.35,0.2,0.45
Pizza,26598,Urban Pizza House,QSR,West Auckland,1.04,43.02,1189,245,10539.9,330,189,425,14196.6,8130.78,18283.5,0.2078494913131,0.381716514099389,0.29,5,1.48,629.0,4325.93,1709.75,979.22,6875.17,0.26,0.35,0.2,0.45
